follower_count,followed_count,bio,bio_Length,Bio_emoji_Count,#_tags_in_bio,Count_Uploads,isPrivate,Username_len,DigitsInUsername,FullName_len,has_ProfilePicture,Count_Mutual,isVerified,Class
94,5756,[],0,0,0,22,0,8,0,0,1,0,0,1
58,841,[],2,5,0,0,1,14,4,13,1,0,0,1
129,4895,[],0,0,0,6,0,13,6,0,1,0,0,1
337,4301,[],0,0,0,4,0,9,3,0,1,0,0,1
71,1873,[],1,0,0,22,0,16,5,4,1,0,0,1
76,2445,[],0,0,0,25,0,8,2,0,1,0,0,1
357,1717,[],0,0,0,4,0,10,0,2,1,0,0,1
329,1239,"['Pro', 'Volleyball', 'Player', 'Mechanic', 'Engineer']",6,4,0,2,1,14,0,5,1,0,0,1
123,4978,[],11,0,0,23,0,12,4,7,1,0,0,1
2022,3356,[],0,0,0,0,0,14,4,10,1,0,0,1
71,1507,[],0,0,0,22,0,10,4,0,1,0,0,1
83,3129,[],0,0,0,4,0,9,1,9,1,0,0,1
100,5931,[],0,0,0,4,0,9,0,0,1,0,0,1
2244,6059,"['No', 'body', 'dies', 'vagine', 'in', 'the', 'end', 'life', 'fucks', 'us', 'all']",11,3,0,4,0,8,0,21,1,0,0,1
162,2841,[],1,0,0,10,0,9,0,5,1,0,0,1
1014,1094,"['اجناس', 'استوک', 'با', 'کیفیت', 'بالا', 'را', 'از', 'ما', 'بخواهیدجهت', 'اطلاعات', 'با', 'ادمین', 'و', 'قیمت', 'به', 'دایرک', 'مراجعه', 'کنید']",19,4,0,1,0,9,0,11,1,0,0,1
63,1832,[],0,0,0,11,0,15,0,15,1,0,0,1
57,1463,[],0,0,0,4,0,11,2,0,1,0,0,1
90,1409,[],0,0,0,4,0,19,3,0,1,0,0,1
112,4873,[],0,0,0,23,1,10,3,0,1,0,0,1
61,709,[],0,0,0,22,0,12,1,10,1,0,0,1
1313,4159,"['fars', 'kazeroon', 'shahsaltanehfarvardinmahi']",4,4,0,1,1,15,2,5,1,0,0,1
605,1958,"['MamadبسماللهالرحمنالرحیمShryarیه', 'نخ', 'وینستونعآبیعجآیب', 'زندگی']",12,44,0,4,0,9,0,0,1,0,0,1
1,114,[],0,0,0,0,0,12,2,0,0,0,0,1
1687,2099,"['ᴀɴʏᴏɴᴇ', 'ᴡʜᴏ', 'ᴡᴀɴᴛs', 'ᴛᴏ', 'ɢᴏ', 'ᴀᴡᴀʏﮫرڪﮰ', 'ﮰخۅإد', 'بـــــرﮫبـــــرﮫ๓ץ', 'ђєคгt', ""๔єรภ't"", 'ฬคภt', '๓є', 't', 'Ŧlเгtدلـ', 'نـﮰخإد', 'ـڪﮫ', 'نــإز', 'بڪشـ']",21,23,0,0,0,11,0,30,1,0,0,1
138,4978,"['Mhr', 'mahyݕحث', 'این', 'نیس', 'ڪع', 'ݩدارمټ', 'ݕحث', 'اینع', 'ڪع', 'ڪݪ', 'شهږ', 'دارنݓ']",13,10,0,5,0,10,2,10,1,0,0,1
71,713,[],0,0,0,4,0,13,4,0,1,0,0,1
88,4874,[],0,0,0,4,0,14,4,0,1,0,0,1
43,2383,"['ط', 'ماه', 'من', 'شو', 'من', 'بر', 'خلاف', 'زمین', 'دورت', 'میگردم']",12,16,1,4,0,10,0,10,1,0,0,1
10324,7462,"['The', 'institute', 'for', 'sexual', 'wellnessمشاورهروانشناسیرفع', 'سردمزاجی', 'زودانزالی', 'نعوظرفع', 'اختلال', 'هورمونی', 'قاعدگیآموزش', 'ارگاسم', 'زنانتنگ', 'کردن', 'و', 'جوانسازی', 'واژن']",23,3,0,60,1,15,0,29,1,0,0,1
113,1726,[],1,0,0,9,0,10,3,1,1,0,0,1
59,1854,[],0,0,0,22,0,9,0,5,1,0,0,1
51,1100,[],0,0,0,0,1,9,2,13,0,0,0,1
145,2148,[],0,0,0,4,0,15,1,14,1,0,0,1
124,6281,['silin'],1,2,0,5,0,9,4,4,1,0,0,1
164,1023,"['بوتیک', 'سون', 'ادرس', 'شوش', 'شهر', 'حر', 'خ', 'باهنر', 'روبه', 'روی', 'میدان', 'امام', 'حسین', 'عشماره', 'تماس']",21,1,0,77,0,10,1,10,1,0,0,1
98,1900,[],0,0,0,4,0,12,0,0,0,0,0,1
60,475,[],0,0,0,6,0,9,1,0,1,0,0,1
79,3276,[],2,3,1,5,0,11,5,0,1,0,0,1
83,2934,[],0,0,0,4,0,7,1,0,1,0,0,1
142,6865,['انگاربعضیحرفارومغزآدمپینمیمونن'],1,11,0,24,1,12,0,8,1,0,0,1
55,472,[],0,0,0,5,0,20,0,9,1,0,0,1
90,3981,[],0,0,0,5,0,13,6,0,1,0,0,1
75,1593,[],0,0,0,23,0,13,0,0,1,0,0,1
9,440,[],0,0,0,0,0,10,2,0,0,0,0,1
635,2712,[],1,0,0,8,0,11,0,10,1,0,0,1
2252,4331,"['follow', 'usایده', 'های', 'جذاب', 'استایل']",7,3,0,6,0,17,0,11,1,0,0,1
72,3345,"['Hi', 'guysIm', 'nini']",4,4,0,4,0,10,2,0,1,0,0,1
85,3486,[],2,0,0,22,1,10,1,5,1,0,0,1
58,303,[],2,0,0,3,0,9,3,8,1,0,0,1
112,6957,[],0,0,0,4,0,8,4,11,1,0,0,1
1009,451,[],0,0,0,0,0,14,4,14,1,0,0,1
10,1197,[],0,0,0,0,0,9,4,4,1,0,0,1
65,999,[],0,0,0,5,0,11,0,0,1,0,0,1
95,6068,[],0,0,0,4,0,10,5,7,1,0,0,1
52,1423,[],1,2,0,4,0,7,3,0,1,0,0,1
67,1843,[],0,0,0,4,0,10,4,0,1,0,0,1
11213,735,"['نمایندگی', 'ترکیهگرجستان', 'درالبرزخریدفروشرهناجارهمشخصات', 'ملک', 'خودرا', 'ازطریق', 'دایرکت', 'یا', 'واتساپ', 'ارسال', 'بفرمایید', 'هوملندگلشهر']",18,7,1,118,0,17,0,17,1,0,0,1
92,2902,[],0,0,0,4,0,11,4,11,1,0,0,1
73,2053,[],0,0,0,24,1,10,5,0,1,0,0,1
163,738,[],4,0,0,11,0,19,0,19,1,0,0,1
70,2662,[],0,0,0,10,0,6,2,0,1,0,0,1
67,2184,[],0,0,0,4,0,9,4,9,1,0,0,1
92,5560,[],0,0,0,4,0,12,8,8,1,0,0,1
2497,4751,[],0,0,0,0,1,16,4,16,1,0,0,1
9,1132,[],0,0,0,1,0,15,0,0,1,0,0,1
67,1545,[],1,0,0,4,0,6,0,4,1,0,0,1
94,7223,[],0,0,0,4,0,11,0,0,1,0,0,1
73,2087,[],0,0,0,4,0,10,4,0,1,0,0,1
144,6179,[],1,0,0,7,0,11,5,0,1,0,0,1
47,1692,[],1,0,0,22,1,11,1,0,1,0,0,1
118,3799,"['gяαƒιτγبـالـاخـرـہ', 'ڪـم', 'و', 'زیـاد', 'مــا', 'اینـیـمشـمـا', 'هـمینـم', 'نیـستـے']",14,5,0,10,0,11,0,16,1,0,0,1
66,4597,[],0,0,0,23,0,10,1,0,1,0,0,1
74,2339,[],0,0,0,23,0,12,4,0,1,0,0,1
184,2515,[],0,0,0,4,0,12,4,0,1,0,0,1
57,696,[],0,0,0,4,0,9,2,0,1,0,0,1
164,3015,[],5,0,0,10,0,10,1,9,1,0,0,1
61,2330,[],0,0,0,22,0,14,7,0,1,0,0,1
84,3508,[],0,0,0,4,0,6,1,0,1,0,0,1
131,845,[],9,0,0,57,1,10,4,7,1,0,0,1
391,671,"['mohadesehnasirimogaddam', 'پیج', 'اصلیم']",4,2,0,0,0,12,4,9,1,0,0,1
105,7195,[],0,0,0,9,0,9,1,0,1,0,0,1
64,1684,[],0,0,0,4,0,10,5,5,1,0,0,1
3028,7476,"['~ماهمینیم', 'که', 'هستیم~~شاخ', 'نیستیم', 'چون', 'گاونیستیم~~خاص', 'نیستیم', 'چون', 'عقده', 'نداریم~~بالانیستیم', 'چون', 'پرچم', 'نیستیم~فقط', 'یه', 'آدمیمچیزی', 'که', 'خیلیانیستن']",21,15,0,22,0,10,4,11,1,0,0,1
100,1930,[],0,0,0,4,0,11,4,0,1,0,0,1
100,1947,[],0,0,0,22,1,14,2,0,1,0,0,1
88,6604,"['FotbalKurdKermanshahرفیق', 'مردونه', 'میخوامت', 'mohamad']",7,8,0,4,0,10,4,5,1,0,0,1
101,251,[],0,0,0,0,0,11,7,7,0,0,0,1
1089,4417,"['ᵐᵉᵈᶤᶜᵃˡ', 'ˢᵗᵘᵈᵉᶰᵗᵗᵉʰʳᵃᶰEϙᴜᴇsᴛʀɪᴀɴˢᵒᵐᵉᵗᶤᵐᵉˢ', 'ᵗʰᵉ', 'ʳᶤᵍʰᵗ', 'ᵖᵃᵗʰ', 'ᶤˢ', 'ᶰᵒᵗ', 'ᵗʰᵉ', 'ᵉᵃˢᶤᵉˢᵗ', 'ᵒᶰᵉˑ']",13,7,0,11,0,17,0,14,1,0,0,1
159,5368,"['zdehal', '۹']",3,4,0,25,0,15,2,0,1,0,0,1
82,3062,[],0,0,0,4,0,9,0,11,1,0,0,1
76,2824,"['GymturkeyBorn', 'iranpv']",5,2,0,4,1,15,0,5,1,0,0,1
162,5107,[],0,0,0,4,0,9,3,6,1,0,0,1
261,1068,[],0,0,0,5,0,8,1,0,1,0,0,1
1225,2490,[],0,0,0,1,0,16,4,16,1,0,0,1
225,1143,[],26,0,0,89,0,10,0,0,1,0,0,1
225,2465,[],0,0,0,4,0,10,0,0,1,0,0,1
167,7458,[],3,0,3,4,0,9,3,6,1,0,0,1
1866,528,['mohammadmehrmahiperspolis'],3,6,0,6,0,12,3,17,1,0,0,1
1027,637,[],0,0,0,5,0,9,0,0,1,0,0,1
146,2630,[],0,0,0,8,0,14,5,4,1,0,0,1
200,6258,[],0,0,0,7,0,15,0,0,1,0,0,1
95,3042,"['Fqd', 'to', 'balade', 'qlbmi', 'a']",5,3,0,4,1,11,2,8,1,0,0,1
116,6486,[],0,0,0,22,0,12,4,12,1,0,0,1
80,2446,[],0,0,0,4,0,8,2,0,1,0,0,1
1454,587,[],12,0,1,1,0,10,0,22,1,0,0,1
78,3176,[],0,0,0,23,0,10,4,0,1,0,0,1
121,1000,[],1,0,0,22,0,6,1,9,1,0,0,1
56,933,[],0,0,0,5,0,10,3,0,1,0,0,1
527,1067,[],0,0,0,7,0,21,4,0,1,0,0,1
2076,4678,"['GuitarOrdibehesht', 'mahiBad', 'girlMadarm']",6,4,0,3,1,13,5,4,1,0,0,1
143,5830,[],0,0,0,20,0,12,3,14,1,0,0,1
95,2924,[],0,0,0,10,0,22,0,0,1,0,0,1
120,7281,[],0,0,0,22,0,7,4,6,1,0,0,1
3866,7481,"['𝗕𝗘', '𝗔', '𝗖𝗔𝗟𝗠𝗡𝗘𝗦𝗦', '𝗙𝗢𝗥', '𝗠𝗘', ""ɪ'ᴠᴇ"", 'ɢᴏᴛ', 'ᴇɴᴏᴜɢʜ', 'ᴡᴏᴜɴᴅsآرامشم', 'باش', 'من', 'به', 'اندازه', 'کافی', 'زخم', 'خوردم']",19,14,0,0,0,13,2,5,1,0,0,1
1198,3648,[],13,0,0,26,1,12,5,12,1,0,0,1
171,3776,"['computer', 'graphics']",3,1,0,4,1,11,2,0,1,0,0,1
81,905,[],0,0,0,22,0,8,1,8,1,0,0,1
86,5017,[],7,0,4,22,0,11,2,3,1,0,0,1
122,6679,[],0,0,0,4,0,10,4,0,1,0,0,1
107,6981,[],10,0,0,26,1,15,0,22,1,0,0,1
67,5241,[],0,0,0,0,0,7,6,0,0,0,0,1
59,2126,[],0,0,0,4,0,8,0,0,1,0,0,1
53,475,[],0,0,0,23,0,13,6,0,1,0,0,1
76,5122,[],0,0,0,11,0,10,7,0,1,0,0,1
74,1828,[],0,0,0,5,0,8,1,7,1,0,0,1
58,467,[],0,0,0,23,0,10,0,0,1,0,0,1
66,975,[],0,0,0,5,0,10,1,10,1,0,0,1
173,1273,"['I', 'lovekhodamamanambabamdadashamaban', 'mahiDirect=blockممنون', 'از', 'حسن', 'صبوری', 'که', 'پیجم', 'رو', 'برگردوندhassansaboorii']",14,3,0,75,0,12,0,5,1,0,0,1
1717,3775,"['تا', 'وقتیبہ', 'جايی', 'ڪہ', 'داری', 'می', 'روی', 'نرسيده', 'ایهرگز', 'بہ', 'پشت', 'سر', 'نگاه', 'نڪن']",19,6,0,0,0,13,0,10,1,0,0,1
68,2000,[],0,0,0,4,1,9,0,7,1,0,0,1
201,5067,[],0,0,0,5,0,11,1,14,1,0,0,1
103,3885,[],0,0,0,0,0,13,4,4,0,0,0,1
1753,3241,"['فرق', 'خیلی', 'زیادیه', 'بین', 'کسی', 'که', 'کم', 'میارهبا', 'کسی', 'که', 'کوتاه', 'میاد']",13,5,0,1,0,9,3,0,1,0,0,1
123,1934,"['BoxMordadiPerspolisPvJast', 'god']",7,7,0,4,1,15,0,0,1,0,0,1
129,7240,[],0,0,0,22,0,8,0,0,1,0,0,1
73,3254,[],0,0,0,4,0,12,3,0,1,0,0,1
76,3360,[],0,0,0,22,0,11,1,10,1,0,0,1
3279,1867,[],0,0,0,10,0,14,0,0,1,0,0,1
161,7301,[],0,0,0,4,0,7,1,0,1,0,0,1
98,903,[],5,0,0,4,0,13,5,0,1,0,0,1
85,2848,[],0,0,0,23,0,14,0,14,1,0,0,1
59,1493,[],0,0,0,5,0,15,0,0,1,0,0,1
28,491,"['کسب', 'و', 'کار', 'اینترنتی', 'فوق', 'الاده', 'با', 'دستمزد', 'بالا', 'حتما', 'امتحان', 'کنین']",12,2,0,2,0,18,0,12,1,0,0,1
214,7372,"['همیشه', 'بخند', 'حتی', 'اگه', 'غم', 'داریپیج', 'رسمی', 'داش', 'علی', 'dashaliactor']",13,16,0,6,1,15,0,6,1,0,0,1
157,6134,[],0,0,0,10,0,10,0,8,1,0,0,1
69,2186,[],0,0,0,4,0,10,0,0,1,0,0,1
68,3736,[],0,0,0,8,1,10,4,0,1,0,0,1
55,511,[],4,0,0,22,0,10,0,7,1,0,0,1
150,2464,"['به', 'سلامتی', 'اونیکه', 'دنیارو', 'حریفهولی', 'با', 'اشک', 'مادرش', 'له', 'میشه']",11,5,0,3,0,13,6,0,1,0,0,1
96,5325,[],0,0,0,10,0,12,0,13,1,0,0,1
1,234,[],0,0,0,0,0,11,4,0,0,0,0,1
101,5341,[],2,0,0,4,1,16,0,7,1,0,0,1
1058,1781,[],0,0,0,2,0,14,4,0,1,0,0,1
242,7283,[],0,0,0,53,0,9,0,5,1,0,0,1
4211,1304,"['Daniyal', 'AliMohammadi', 'Field', 'of', 'Study', 'BioMedical', 'EngineeringI', 'love', 'Playing', 'guitar', 'Beat', 'MakerAuthor', 'Of', 'Short', 'TextKarma']",24,19,0,2,0,12,0,7,1,0,0,1
65,2537,[],1,0,0,22,0,12,0,9,1,0,0,1
1697,829,"['با', 'قلبی', 'که', 'سمت', 'چپه', 'نمیشه', 'راه', 'راست', 'رفتLIVE', 'IN', 'MESHGIN', 'ALNIFOOTBALL', 'CrTAJFOLLOW=FOLLOW', 'LIKE=LIKECOMMENT=COMMENTsingle']",22,20,0,7,0,18,0,16,1,0,0,1
6008,7502,"['Be', 'well', 'away', 'from', 'the', 'filthy', 'world', 'Look', 'at', 'yourself', 'to', 'your', 'deeds', 'death', 'is', 'near', 'Be', 'with', 'God']",19,2,0,44,0,10,4,15,1,0,0,1
50,710,[],7,0,0,23,0,9,4,4,1,0,0,1
1257,2429,[],23,0,0,3,0,13,0,14,1,0,0,1
69,4122,[],0,0,0,6,0,19,5,0,1,0,0,1
2479,3721,[],1,0,0,1,0,15,0,3,1,0,0,1
130,3319,[],0,0,0,4,0,9,5,0,1,0,0,1
72,3067,[],0,0,0,10,0,7,3,0,1,0,0,1
103,7212,[],0,0,0,22,0,10,5,0,1,0,0,1
54,960,[],0,0,0,24,0,8,1,0,1,0,0,1
69,953,[],0,0,0,4,0,11,4,0,1,0,0,1
157,4644,[],0,0,0,22,0,12,3,9,1,0,0,1
691,683,[],12,0,0,18,0,12,4,17,1,0,0,1
354,968,[],8,0,8,5,0,16,0,11,1,0,0,1
73,2334,[],0,0,0,4,1,9,3,0,1,0,0,1
47,3511,['Queen'],1,3,0,4,1,13,2,9,1,0,0,1
160,2590,"['خیلی', 'زود', 'دیر', 'شد']",6,8,0,19,0,10,2,6,1,0,0,1
50,661,[],4,0,0,4,1,17,0,17,1,0,0,1
297,578,"['گلاب', 'و', 'عرقیجات', 'ممتاز', 'نیلی', 'کاشان', 'نیاسرارسال', 'رایگان', 'به', 'تمام', 'شهرهای', 'ایران', 'تلفن', 'تماس', 'جهت', 'سفارش', 'محصولات']",22,4,0,4,0,18,0,25,1,0,0,1
63,2162,[],0,0,0,4,0,13,4,6,1,0,0,1
93,4522,[],0,0,0,4,0,15,2,15,1,0,0,1
136,7235,[],1,0,0,10,0,15,1,0,1,0,0,1
76,4164,"['margatsniyab', '𝑺𝑶𝑺', '𝒀𝑶', '𝑰𝑹𝑨𝑸', 'عيناها', 'تقنع', 'الملحدين', 'بأن', 'الله', 'مبدع']",16,15,0,4,0,8,6,7,1,0,0,1
191,6825,[],0,0,0,23,0,15,2,6,1,0,0,1
103,5090,[],0,0,0,26,0,10,4,0,1,0,0,1
142,7498,[],0,0,0,4,0,8,2,0,1,0,0,1
1485,700,[],0,0,0,20,0,18,0,30,1,0,0,1
1720,4183,"['اذرماهی۲۶میاندواب', 'پاییزی', 'ک', 'هفتمین', 'روز', 'از', 'آذرش', 'سهم', 'من', 'است']",11,10,0,18,0,11,2,7,1,0,0,1
64,1090,[],0,0,0,22,0,11,2,4,1,0,0,1
1027,1932,[],0,0,0,1,0,13,2,13,1,0,0,1
68,3132,[],0,0,0,4,0,9,5,8,1,0,0,1
95,940,[],0,0,0,4,0,9,0,0,1,0,0,1
938,941,"['سلامتی', 'همه', 'اونا', 'که', 'ندونستن', 'قدرمونوخوبی', 'میخوایم', 'واسه', 'اونا', 'که', 'میخواستن', 'بدمونوتو', 'رفاقتا', 'گذاشتیم', 'زیر', 'پاشون', 'نردبونوAbanComputerTEHRAN']",23,5,4,0,0,12,0,6,1,0,0,1
72,792,"['در', 'دنیایۍ', 'ڪہ', 'همہ', 'مےخواهند', 'خــــــداے', 'جذابــــیــت', 'باشنـــد', 'تو', 'خــــودت', 'باش', 'اینجورۍ', 'از', 'همہ', 'جذاب', 'ترۍ', 'Missnazanin']",17,8,0,5,0,13,0,9,1,0,0,1
168,5863,"['قمدخی', 'بی', 'اعصاب']",4,3,0,4,0,11,3,8,1,0,0,1
59,474,[],0,0,0,4,0,10,5,0,1,0,0,1
70,3229,[],0,0,0,4,0,10,4,0,1,0,0,1
93,4813,[],0,0,0,5,1,11,4,16,1,0,0,1
78,2276,[],0,0,0,4,0,8,4,0,1,0,0,1
101,1869,[],0,0,0,23,0,14,9,0,1,0,0,1
94,5695,[],0,0,0,4,0,8,4,0,1,0,0,1
96,5589,[],0,0,0,26,0,11,7,9,1,0,0,1
28,2612,[],0,0,0,5,0,9,3,8,1,0,0,1
72,2919,[],0,0,0,4,0,18,4,0,1,0,0,1
140,4123,[],0,0,0,5,0,9,0,0,1,0,0,1
63,3044,[],0,0,0,4,0,8,2,0,1,0,0,1
2896,4690,"['بمیرم', 'تا', 'نمیری', 'مادرتنهایی', 'لاتی', 'تره']",7,4,0,5,0,17,4,17,1,0,0,1
60,248,[],0,0,0,5,0,10,5,0,1,0,0,1
1172,881,"['نه', 'یامان', 'گونلره', 'یورقون', 'جانیمی', 'سالدی', 'فلکسربازیاجباری']",8,2,1,0,0,16,4,15,1,0,0,1
117,4362,[],0,0,0,4,0,19,3,0,1,0,0,1
77,2793,"['margatsniyab', '𝑺𝑶𝑺', '𝒀𝑶', '𝑰𝑹𝑨𝑸', 'عيناها', 'تقنع', 'الملحدين', 'بأن', 'الله', 'مبدع']",16,15,0,4,0,8,6,8,1,0,0,1
13,473,"['فن', 'پیج', 'این', 'با', 'استعدادمmatanadancer']",6,3,0,5,0,16,0,4,1,0,0,1
75,1294,[],0,0,0,10,0,10,1,0,1,0,0,1
139,3392,[],0,0,0,10,0,12,2,9,1,0,0,1
29,2835,[],6,0,0,7,0,9,0,2,1,0,0,1
56,760,[],0,0,0,4,0,9,3,0,1,0,0,1
1241,1767,"['Artمعجزه', 'همون', 'تلاش', 'سخته']",5,2,0,0,0,12,4,0,1,0,0,1
99,3804,[],0,0,0,23,0,15,2,7,1,0,0,1
125,7479,[],0,0,0,9,0,9,1,0,1,0,0,1
106,4183,"['hesammohammdiofficial', 'پیج', 'اول']",3,4,0,4,0,16,0,0,1,0,0,1
101,6778,[],0,0,0,23,1,15,1,13,1,0,0,1
123,4020,[],1,0,1,23,0,8,3,1,1,0,0,1
76,2156,[],0,0,0,4,0,18,4,18,1,0,0,1
94,4832,[],2,2,0,4,1,11,2,5,1,0,0,1
151,264,"['مرا', 'میبینی', 'و', 'هر', 'دم', 'زیادت', 'میکنی', 'دردمتو', 'را', 'میبینم', 'و', 'میلم', 'زیادت', 'میشود', 'هر', 'دمrasoolabbasijoochi']",20,3,0,48,0,13,0,25,1,0,0,1
101,3848,[],0,0,0,22,1,11,0,11,1,0,0,1
89,1938,[],0,0,0,10,1,11,0,0,1,0,0,1
216,3757,[],20,0,0,13,0,9,0,12,1,0,0,1
91,4283,[],0,0,0,4,0,9,2,0,1,0,0,1
69,545,[],3,0,0,23,0,12,6,8,1,0,0,1
66,4463,[],0,0,0,29,0,11,6,0,1,0,0,1
50,3762,[],0,0,0,22,1,13,0,13,1,0,0,1
1731,3193,"['ژن', 'خوبZanganBahmanEQUESTRIANAnimal', 'sponserTatality']",8,8,0,1,0,13,0,0,1,0,0,1
762,850,[],0,0,0,3,1,10,0,7,1,0,0,1
125,5352,['tatalitiPerspolisisakenyazdmotavaledkhordad'],5,13,0,8,0,11,4,0,1,0,0,1
1356,3406,[],0,0,0,48,0,8,0,5,1,0,0,1
76,2572,[],0,0,0,10,0,15,4,0,1,0,0,1
127,1409,[],0,0,0,23,0,10,0,6,1,0,0,1
73,4537,[],0,0,0,6,0,13,3,0,1,0,0,1
82,1432,"['Be', 'your', 'self']",8,7,0,0,0,13,4,22,1,0,0,1
2395,1924,[],0,0,0,0,0,8,4,0,0,0,0,1
108,954,[],0,0,0,4,0,14,1,13,1,0,0,1
60,2954,[],0,0,0,16,1,7,2,1,1,0,0,1
1576,1355,"['روژانکرباسیپیرسینگگوشاپلاسیونکاشتمژهوالیوممگاوالیومصفرتاصدرشت', 'جاده', 'رشت', 'به', 'فومن', 'سرای', 'عزیزی', 'کوچه', 'آقا', 'سید', 'ابراهیم', 'سالن', 'زیبایی', 'روژان']",19,7,4,21,0,14,0,16,1,0,0,1
75,1110,[],0,0,0,4,0,13,3,4,1,0,0,1
116,2568,"['برسم', 'پیجمو', 'باز', 'میکنم']",5,2,0,23,0,14,3,0,1,0,0,1
122,7108,[],0,0,0,4,0,9,4,0,1,0,0,1
55,3172,[],0,0,0,12,0,9,1,9,1,0,0,1
237,3838,['AydaMaghrorSingeleMehrab'],5,5,0,4,1,14,8,0,1,0,0,1
87,4892,[],0,0,0,25,0,16,4,0,1,0,0,1
2270,4616,[],0,0,0,0,0,9,3,6,0,0,0,1
141,1013,[],0,0,0,11,0,21,5,0,1,0,0,1
72,1012,[],0,0,0,5,0,10,4,0,1,0,0,1
162,7083,[],0,0,0,5,0,8,2,0,1,0,0,1
73,5313,[],0,0,0,24,0,9,5,9,1,0,0,1
437,2513,[],2,0,0,4,1,22,4,26,1,0,0,1
119,2244,[],0,0,0,10,0,7,1,0,1,0,0,1
97,873,[],0,0,0,4,0,10,4,0,1,0,0,1
206,416,"['نگینعاشقگرافیکIn', 'HAhvaz']",8,15,0,10,1,10,0,0,1,0,0,1
100,6388,[],0,0,0,5,0,8,0,8,1,0,0,1
262,1113,"['تبـــــــــــــــــریزCivil', 'engineerunipnu', 'Tabrizℳiss', 'Saeede', 'NouriJust', 'for', 'funممنون', 'از', 'حسن', 'صبوری', 'که', 'پیجم', 'رو', 'برگردوندhassansaboori']",21,5,0,15,0,12,0,0,1,0,0,1
124,7443,[],0,0,0,22,0,8,4,0,1,0,0,1
24,4198,[],1,0,0,4,0,11,0,4,1,0,0,1
64,477,[],0,0,0,4,0,11,6,5,1,0,0,1
135,5202,"['دختری', 'از', 'جنس', 'پاییز']",4,1,0,6,0,15,2,10,1,0,0,1
217,7498,[],0,0,0,22,0,11,0,0,1,0,0,1
56,973,[],0,0,0,22,0,10,4,0,1,0,0,1
94,4937,[],2,0,0,4,0,10,4,7,1,0,0,1
2277,6298,[],1,1,0,22,0,11,2,0,1,0,0,1
74,2114,[],0,0,0,22,0,12,4,0,1,0,0,1
54,614,[],0,0,0,5,0,8,5,7,1,0,0,1
105,6390,[],1,0,0,10,0,7,2,13,1,0,0,1
69,2277,[],0,0,0,4,0,13,4,0,1,0,0,1
50,735,['Kurd'],2,5,0,22,1,13,0,6,1,0,0,1
103,481,[],0,0,0,22,0,13,3,0,1,0,0,1
87,2036,[],1,0,0,10,1,11,0,0,1,0,0,1
93,6026,"['Man', 'ye', 'khoshgelam']",3,1,0,12,0,11,5,5,1,0,0,1
93,4548,[],0,0,0,4,0,19,3,0,1,0,0,1
67,3231,[],0,0,0,22,0,8,5,0,1,0,0,1
130,7199,[],0,0,0,6,0,9,4,0,1,0,0,1
3576,951,"['live', 'in', 'karjbahman', 'mahitatalitiyamTurklove', 'noتبلیغات', 'دایرکت', 'باهزینه', 'کم']",15,10,0,19,0,14,4,13,1,0,0,1
102,3748,[],0,0,0,23,0,11,6,11,1,0,0,1
78,5089,[],0,0,0,4,0,9,2,0,1,0,0,1
130,3879,[],0,0,0,4,0,6,2,3,1,0,0,1
53,645,[],0,0,0,23,1,14,2,0,1,0,0,1
66,1442,[],10,0,0,22,0,9,4,6,1,0,0,1
101,1686,[],0,0,0,4,0,12,4,0,1,0,0,1
100,3617,[],0,0,0,4,0,9,5,0,1,0,0,1
52,1073,[],0,0,0,17,0,11,0,0,1,0,0,1
119,2567,"['یه', 'بیوتی', 'شاپ', 'خوش', 'اومدیدبه', 'علت', 'حذف', 'واسطه', 'ها', 'با', 'ارزان', 'ترین', 'قیمت']",14,1,0,9,0,13,2,10,1,0,0,1
74,1636,[],0,0,0,21,0,12,5,0,1,0,0,1
105,1202,[],7,0,0,1,0,11,4,5,1,0,0,1
100,3923,[],7,0,0,4,0,5,1,0,1,0,0,1
66,2645,[],0,0,0,4,1,7,5,0,1,0,0,1
1517,2675,"['Be', 'your', 'own', 'brandlinemshhd']",6,1,0,0,0,7,0,15,1,0,0,1
128,6944,[],0,0,0,22,0,9,4,0,1,0,0,1
51,3877,[],0,0,0,22,1,17,0,0,1,0,0,1
118,7363,[],0,0,0,4,0,7,0,0,1,0,0,1
184,5406,[],0,0,0,22,0,15,1,0,1,0,0,1
85,7074,[],0,0,0,22,0,10,3,0,1,0,0,1
60,1154,[],0,0,0,4,0,8,5,0,1,0,0,1
122,4718,"['خداجونم', 'یادم', 'بده', 'یادم', 'نره', 'یادت', 'کنم']",7,2,0,22,1,11,0,0,1,0,0,1
173,5263,[],3,0,0,22,0,12,0,18,1,0,0,1
107,5097,[],3,0,0,4,0,10,3,8,1,0,0,1
178,7234,[],0,0,0,4,0,9,6,0,1,0,0,1
128,6017,[],0,0,0,12,0,15,0,9,1,0,0,1
117,5341,"['Law', 'studentSingleesfahanKhordadii']",5,7,0,22,1,12,0,0,1,0,0,1
106,5007,[],0,0,0,4,0,8,1,0,1,0,0,1
118,7092,[],0,0,0,24,0,9,2,0,1,0,0,1
53,872,[],0,0,0,4,0,7,3,0,1,0,0,1
682,1393,[],0,0,0,0,0,19,0,12,1,0,0,1
58,3579,[],0,0,0,22,0,10,5,0,1,0,0,1
59,571,[],0,0,0,10,0,9,8,9,1,0,0,1
